source_relative_path,source_split,label,filename,size_bytes,reason
kermany_source/train/NORMAL/NORMAL_0063.jpeg,train,NORMAL,NORMAL_0063.jpeg,30717,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0064.jpeg,train,NORMAL,NORMAL_0064.jpeg,30739,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0065.jpeg,train,NORMAL,NORMAL_0065.jpeg,30760,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0066.jpeg,train,NORMAL,NORMAL_0066.jpeg,30722,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0067.jpeg,train,NORMAL,NORMAL_0067.jpeg,30669,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0068.jpeg,train,NORMAL,NORMAL_0068.jpeg,30724,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0069.jpeg,train,NORMAL,NORMAL_0069.jpeg,30713,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0070.jpeg,train,NORMAL,NORMAL_0070.jpeg,30731,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0071.jpeg,train,NORMAL,NORMAL_0071.jpeg,30745,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0072.jpeg,train,NORMAL,NORMAL_0072.jpeg,30801,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0073.jpeg,train,NORMAL,NORMAL_0073.jpeg,30685,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0074.jpeg,train,NORMAL,NORMAL_0074.jpeg,30770,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0075.jpeg,train,NORMAL,NORMAL_0075.jpeg,30731,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0076.jpeg,train,NORMAL,NORMAL_0076.jpeg,30769,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0077.jpeg,train,NORMAL,NORMAL_0077.jpeg,30733,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0078.jpeg,train,NORMAL,NORMAL_0078.jpeg,30787,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0079.jpeg,train,NORMAL,NORMAL_0079.jpeg,30733,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0080.jpeg,train,NORMAL,NORMAL_0080.jpeg,30698,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0081.jpeg,train,NORMAL,NORMAL_0081.jpeg,30761,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0082.jpeg,train,NORMAL,NORMAL_0082.jpeg,30746,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0083.jpeg,train,NORMAL,NORMAL_0083.jpeg,30703,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0084.jpeg,train,NORMAL,NORMAL_0084.jpeg,30586,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0085.jpeg,train,NORMAL,NORMAL_0085.jpeg,30655,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0086.jpeg,train,NORMAL,NORMAL_0086.jpeg,30663,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0087.jpeg,train,NORMAL,NORMAL_0087.jpeg,30819,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0088.jpeg,train,NORMAL,NORMAL_0088.jpeg,30758,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0089.jpeg,train,NORMAL,NORMAL_0089.jpeg,30668,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0090.jpeg,train,NORMAL,NORMAL_0090.jpeg,30714,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0091.jpeg,train,NORMAL,NORMAL_0091.jpeg,30751,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0092.jpeg,train,NORMAL,NORMAL_0092.jpeg,30772,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0093.jpeg,train,NORMAL,NORMAL_0093.jpeg,30649,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0094.jpeg,train,NORMAL,NORMAL_0094.jpeg,30671,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0095.jpeg,train,NORMAL,NORMAL_0095.jpeg,30757,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0096.jpeg,train,NORMAL,NORMAL_0096.jpeg,30754,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0097.jpeg,train,NORMAL,NORMAL_0097.jpeg,30781,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0098.jpeg,train,NORMAL,NORMAL_0098.jpeg,30753,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0099.jpeg,train,NORMAL,NORMAL_0099.jpeg,30730,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0100.jpeg,train,NORMAL,NORMAL_0100.jpeg,30721,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0101.jpeg,train,NORMAL,NORMAL_0101.jpeg,30630,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0102.jpeg,train,NORMAL,NORMAL_0102.jpeg,30679,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0103.jpeg,train,NORMAL,NORMAL_0103.jpeg,30789,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0104.jpeg,train,NORMAL,NORMAL_0104.jpeg,30670,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0105.jpeg,train,NORMAL,NORMAL_0105.jpeg,30742,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0106.jpeg,train,NORMAL,NORMAL_0106.jpeg,30751,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0107.jpeg,train,NORMAL,NORMAL_0107.jpeg,30675,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0108.jpeg,train,NORMAL,NORMAL_0108.jpeg,30729,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0109.jpeg,train,NORMAL,NORMAL_0109.jpeg,30694,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0110.jpeg,train,NORMAL,NORMAL_0110.jpeg,30729,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0111.jpeg,train,NORMAL,NORMAL_0111.jpeg,30646,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0112.jpeg,train,NORMAL,NORMAL_0112.jpeg,30720,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0113.jpeg,train,NORMAL,NORMAL_0113.jpeg,30671,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0114.jpeg,train,NORMAL,NORMAL_0114.jpeg,30788,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0115.jpeg,train,NORMAL,NORMAL_0115.jpeg,30691,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0116.jpeg,train,NORMAL,NORMAL_0116.jpeg,30701,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0117.jpeg,train,NORMAL,NORMAL_0117.jpeg,30672,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0118.jpeg,train,NORMAL,NORMAL_0118.jpeg,30702,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0119.jpeg,train,NORMAL,NORMAL_0119.jpeg,30733,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0120.jpeg,train,NORMAL,NORMAL_0120.jpeg,30766,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0121.jpeg,train,NORMAL,NORMAL_0121.jpeg,30750,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0122.jpeg,train,NORMAL,NORMAL_0122.jpeg,30676,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0123.jpeg,train,NORMAL,NORMAL_0123.jpeg,30662,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0124.jpeg,train,NORMAL,NORMAL_0124.jpeg,30675,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0125.jpeg,train,NORMAL,NORMAL_0125.jpeg,30774,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0126.jpeg,train,NORMAL,NORMAL_0126.jpeg,30777,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0127.jpeg,train,NORMAL,NORMAL_0127.jpeg,30720,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0128.jpeg,train,NORMAL,NORMAL_0128.jpeg,30680,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0129.jpeg,train,NORMAL,NORMAL_0129.jpeg,30792,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0130.jpeg,train,NORMAL,NORMAL_0130.jpeg,30781,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0131.jpeg,train,NORMAL,NORMAL_0131.jpeg,30746,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0132.jpeg,train,NORMAL,NORMAL_0132.jpeg,30755,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0133.jpeg,train,NORMAL,NORMAL_0133.jpeg,30695,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0134.jpeg,train,NORMAL,NORMAL_0134.jpeg,30673,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0135.jpeg,train,NORMAL,NORMAL_0135.jpeg,30670,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0136.jpeg,train,NORMAL,NORMAL_0136.jpeg,30715,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0137.jpeg,train,NORMAL,NORMAL_0137.jpeg,30736,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0138.jpeg,train,NORMAL,NORMAL_0138.jpeg,30732,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0139.jpeg,train,NORMAL,NORMAL_0139.jpeg,30682,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0140.jpeg,train,NORMAL,NORMAL_0140.jpeg,30740,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0141.jpeg,train,NORMAL,NORMAL_0141.jpeg,30768,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0142.jpeg,train,NORMAL,NORMAL_0142.jpeg,30665,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0143.jpeg,train,NORMAL,NORMAL_0143.jpeg,30744,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0144.jpeg,train,NORMAL,NORMAL_0144.jpeg,30674,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0145.jpeg,train,NORMAL,NORMAL_0145.jpeg,30685,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0146.jpeg,train,NORMAL,NORMAL_0146.jpeg,30753,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0147.jpeg,train,NORMAL,NORMAL_0147.jpeg,30733,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0148.jpeg,train,NORMAL,NORMAL_0148.jpeg,30777,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0149.jpeg,train,NORMAL,NORMAL_0149.jpeg,30717,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0150.jpeg,train,NORMAL,NORMAL_0150.jpeg,30762,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0151.jpeg,train,NORMAL,NORMAL_0151.jpeg,30671,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0152.jpeg,train,NORMAL,NORMAL_0152.jpeg,30660,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0153.jpeg,train,NORMAL,NORMAL_0153.jpeg,30783,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0154.jpeg,train,NORMAL,NORMAL_0154.jpeg,30698,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0155.jpeg,train,NORMAL,NORMAL_0155.jpeg,30766,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0156.jpeg,train,NORMAL,NORMAL_0156.jpeg,30724,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0157.jpeg,train,NORMAL,NORMAL_0157.jpeg,30724,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0158.jpeg,train,NORMAL,NORMAL_0158.jpeg,30737,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0159.jpeg,train,NORMAL,NORMAL_0159.jpeg,30743,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0160.jpeg,train,NORMAL,NORMAL_0160.jpeg,30640,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0161.jpeg,train,NORMAL,NORMAL_0161.jpeg,30594,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0162.jpeg,train,NORMAL,NORMAL_0162.jpeg,30739,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0163.jpeg,train,NORMAL,NORMAL_0163.jpeg,30809,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0164.jpeg,train,NORMAL,NORMAL_0164.jpeg,30728,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0165.jpeg,train,NORMAL,NORMAL_0165.jpeg,30675,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0166.jpeg,train,NORMAL,NORMAL_0166.jpeg,30829,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0167.jpeg,train,NORMAL,NORMAL_0167.jpeg,30691,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0168.jpeg,train,NORMAL,NORMAL_0168.jpeg,30685,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0169.jpeg,train,NORMAL,NORMAL_0169.jpeg,30743,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0170.jpeg,train,NORMAL,NORMAL_0170.jpeg,30786,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0171.jpeg,train,NORMAL,NORMAL_0171.jpeg,30750,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0172.jpeg,train,NORMAL,NORMAL_0172.jpeg,30779,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0173.jpeg,train,NORMAL,NORMAL_0173.jpeg,30787,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0174.jpeg,train,NORMAL,NORMAL_0174.jpeg,30647,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0175.jpeg,train,NORMAL,NORMAL_0175.jpeg,30699,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0176.jpeg,train,NORMAL,NORMAL_0176.jpeg,30700,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0177.jpeg,train,NORMAL,NORMAL_0177.jpeg,30725,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0178.jpeg,train,NORMAL,NORMAL_0178.jpeg,30655,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0179.jpeg,train,NORMAL,NORMAL_0179.jpeg,30758,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0180.jpeg,train,NORMAL,NORMAL_0180.jpeg,30694,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0181.jpeg,train,NORMAL,NORMAL_0181.jpeg,30782,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0182.jpeg,train,NORMAL,NORMAL_0182.jpeg,30726,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0183.jpeg,train,NORMAL,NORMAL_0183.jpeg,30710,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0184.jpeg,train,NORMAL,NORMAL_0184.jpeg,30725,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0185.jpeg,train,NORMAL,NORMAL_0185.jpeg,30701,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0186.jpeg,train,NORMAL,NORMAL_0186.jpeg,30724,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0187.jpeg,train,NORMAL,NORMAL_0187.jpeg,30830,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0188.jpeg,train,NORMAL,NORMAL_0188.jpeg,30824,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0189.jpeg,train,NORMAL,NORMAL_0189.jpeg,30757,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0190.jpeg,train,NORMAL,NORMAL_0190.jpeg,30764,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0191.jpeg,train,NORMAL,NORMAL_0191.jpeg,30725,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0192.jpeg,train,NORMAL,NORMAL_0192.jpeg,30699,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0193.jpeg,train,NORMAL,NORMAL_0193.jpeg,30700,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0194.jpeg,train,NORMAL,NORMAL_0194.jpeg,30801,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0195.jpeg,train,NORMAL,NORMAL_0195.jpeg,30698,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0196.jpeg,train,NORMAL,NORMAL_0196.jpeg,30703,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0197.jpeg,train,NORMAL,NORMAL_0197.jpeg,30773,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0198.jpeg,train,NORMAL,NORMAL_0198.jpeg,30672,synthetic_noise_placeholder_filename
kermany_source/train/NORMAL/NORMAL_0199.jpeg,train,NORMAL,NORMAL_0199.jpeg,30749,synthetic_noise_placeholder_filename
kermany_source/train/PNEUMONIA/PNEUMONIA_0000.jpeg,train,PNEUMONIA,PNEUMONIA_0000.jpeg,30558,synthetic_noise_placeholder_filename
